split,season,episode,dialog_id,dialog_idx,turn_id,turn_idx,speaker,gender,emotion,utterance
train,3,21,604,603,12,12,Pete,M,neutral,Thanks a lot.
train,3,21,604,603,13,13,Phoebe,F,neutral,"No I'm serious. I mean I'm intuitive, but my memory sucks."
train,1,24,605,604,0,0,Rachel,F,neutral,"Excuse me, pardon me, excuse me, excuse me, sorry. Hi."
train,1,24,605,604,1,1,Man,M,anger,"For God's sake, will you let it go? There's no Rachel!"
train,1,24,605,604,2,2,Ross,M,neutral,"Oh, hey, hey, I got that."
train,1,24,605,604,3,3,Julie,F,joy,"Oh, thanks, sweetie."
train,1,24,605,604,4,4,Ross,M,joy,No problem. I cannot wait for you to meet my friends.
train,1,24,605,604,5,5,Julie,F,surprise,Really?
train,1,24,605,604,6,6,Julie,F,fear,You don't think they'll judge and ridicule me?
train,1,24,605,604,7,7,Ross,M,neutral,"No, no, they will. I just... uh..."
train,1,24,605,604,8,8,Julie,F,neutral,Can't wait.
train,2,5,606,605,0,0,Monica,F,surprise,Do I know you?
train,2,5,606,605,1,1,Monica,F,surprise,"Oh my god, little Stevie Fisher? How've you been?"
train,2,5,606,605,2,2,Steve,M,neutral,"Good, good, I'm a lawyer now."
train,2,5,606,605,3,3,Monica,F,surprise,You can't be a lawyer. You're eight.
train,2,5,606,605,4,4,Steve,M,joy,"Listen, it was nice to see you. I gotta run backstage."
train,2,5,606,605,5,5,Monica,F,surprise,"Uh, wait, backstage?"
train,2,5,606,605,6,6,Steve,M,neutral,"Oh, yeah, my firm represents the band."
train,2,5,606,605,7,7,Ross,M,neutral,Ross.
train,2,5,606,605,8,8,Chandler,M,neutral,Chandler.
train,2,5,606,605,9,9,Steve,M,neutral,"Look, you guys wanna meet the group?"
train,2,5,606,605,10,10,Steve,M,neutral,Come on.
train,2,5,606,605,11,11,Steve,M,surprise,"So, are you one of the ones who fooled around with my dad?"
train,1,3,607,606,0,0,Joey,M,disgust,Do you have any respect for your body?
train,1,3,607,606,1,1,Ross,M,disgust,Don't you realise what you're-you're doing to yourself?
train,1,3,607,606,2,2,Chandler,M,anger,"Hey, y'know, I have had it with you guys and your cancer and your emphysema and your heart disease."
train,1,3,607,606,3,3,Chandler,M,neutral,"The bottom line is, smoking is cool, and you know it."
train,1,3,607,606,4,4,Rachel,F,neutral,"Chandler? It's Alan, he wants to speak to you."
train,1,3,607,606,5,5,Chandler,M,surprise,Really?
train,1,3,607,606,6,6,Chandler,M,surprise,He does?
train,1,3,607,606,7,7,Chandler,M,joy,"Hey, buddy, what's up!"
train,1,3,607,606,8,8,Chandler,M,surprise,"Oh, she told you about that, huh."
train,1,3,607,606,9,9,Chandler,M,neutral,"Well, yeah, I have one now and then."
train,1,3,607,606,10,10,Chandler,M,neutral,"Well, yeah, now."
train,1,3,607,606,11,11,Chandler,M,neutral,"Well, it's not that big- ..well, that's true,.. Gee, y'know, no-one- no-one's ever put it like that before."
train,1,3,607,606,12,12,Chandler,M,joy,"Well, okay, thanks!"
train,1,3,607,606,13,13,Rachel,F,joy,"God, he's good."
train,1,3,607,606,14,14,Ross,M,neutral,If only he were a woman.
train,1,3,607,606,15,15,Rachel,F,neutral,Yeah.
train,1,7,608,607,0,0,Phoebe,F,surprise,"Oh, look look look."
train,1,7,608,607,1,1,Phoebe,F,neutral,The last candle's about to burn out.
train,1,7,608,607,2,2,Phoebe,F,neutral,"10, 9, 8, 7... ... negative 46, negative 47, negative 48...."
train,1,7,608,607,3,3,Ross,M,neutral,Thank you.
train,1,7,608,607,4,4,Phoebe,F,neutral,Thanks.
train,1,7,608,607,5,5,Ross,M,fear,Kinda... spooky without any lights.
train,1,7,608,607,6,6,Joey,M,joy,Bwah-hah-hah!
train,1,7,608,607,7,7,Ross,M,joy,"OK, guys, guys? I have the definitive one. Mwwwooooo-hah-hah..."
train,1,7,608,607,8,8,Ross,M,neutral,Oh.. oh... oh.
train,1,7,608,607,9,9,Joey,M,neutral,"Hey Ross. This probably isn't the best time to bring it up, but you have to throw a party for Monica."
train,8,21,609,608,0,0,Rachel,F,neutral,"All this stuff takes up a lot of room. Hey how uh, how serious are you about keeping Ben in your life?"
train,9,23,610,609,0,0,Charlie,F,joy,You blew them away!
train,9,23,610,609,1,1,Ross,M,joy,"Oh, I can't tell you how great it was to look at the crowd and see your face!"
train,9,23,610,609,2,2,Ross,M,neutral,"I mean... uh, did you know you were  mouthing the words along with me?"
train,9,23,610,609,3,3,Charlie,F,surprise,I was
train,9,23,610,609,4,4,Ross,M,joy,"No, it's ok! Made me feel like a rock star!"
train,9,23,610,609,5,5,Charlie,F,surprise,Oh my God!  I'm your
train,9,23,610,609,6,6,Ross,M,joy,I'd better not found you naked in my hotel room!
train,9,23,610,609,7,7,Ross,M,joy,"Look, I took it too far!"
train,1,4,611,610,0,0,Ross,M,neutral,"Okay, Monica: Right foot red."
train,1,4,611,610,1,1,Monica,F,neutral,Could've played
train,1,4,611,610,2,2,Chandler,M,neutral,Thanks.
train,1,4,611,610,3,3,Ross,M,neutral,"Okay, Pheebs: Right hand blue. Good."
train,1,4,611,610,4,4,Chandler,M,neutral,"Hello? Oh, uh, Rachel, it's the"
train,1,4,611,610,5,5,Rachel,F,neutral,"Oh, okay. Will you take my place?"
train,1,4,611,610,6,6,Chandler,M,neutral,"Alright.  Yes, this is Rachel."
train,1,4,611,610,7,7,Rachel,F,surprise,Nooo!
train,1,4,611,610,8,8,Rachel,F,neutral,Hello?
train,1,4,611,610,9,9,Rachel,F,neutral,"Oh, yeah, no, I know, I-I haven't been using it much."
train,1,4,611,610,10,10,Rachel,F,joy,"Oh, well, thanks, but, I'm okay, really."
train,1,4,611,610,11,11,Ross,M,neutral,Green. To the green.
train,1,4,611,610,12,12,Rachel,F,neutral,I've got magic beans.  Never-never mind.
train,1,4,611,610,13,13,Chandler,M,neutral,"To the left, to the left- aww!"
train,1,4,611,610,14,14,Rachel,F,neutral,Ohhh... I'm fine.
train,6,20,612,611,0,0,Joey,M,joy,Hey!
train,6,20,612,611,1,1,Chandler,M,fear,Please tell me you got the message!
train,6,20,612,611,2,2,Joey,M,neutral,What message?
train,6,20,612,611,3,3,Chandler,M,neutral,"The actor playing Mac couldn't do it, they needed to see you at 2 o'clock."
train,6,20,612,611,4,4,Joey,M,surprise,What?! It's 6 o'clock!
train,6,20,612,611,5,5,Chandler,M,fear,"Du-du-I wrote it, I wrote it on the board!"
train,6,20,612,611,6,6,Chandler,M,anger,"I wrote it on the board, then I went all over New York City looking for ya!"
train,6,20,612,611,7,7,Chandler,M,neutral,I went to Ross's!
train,6,20,612,611,8,8,Chandler,M,neutral,I went to the coffeehouse!
train,6,20,612,611,9,9,Chandler,M,neutral,I went to any place that they made sandwiches!
train,7,3,613,612,0,0,Ross,M,neutral,"That's the day you're gonna die? See darnit, I've got shuffleboard that day."
train,7,3,613,612,1,1,Phoebe,F,neutral,That's what you think.
train,7,3,613,612,2,2,Monica,F,neutral,"Well, I mean what about friends of your grandmother's? Wouldn't they have the recipe?"
train,7,3,613,612,3,3,Phoebe,F,neutral,"Well, y'know I may have relatives in France who would know. My grandmother said she got the recipe from her grandmother, Nesele Tolouse."
train,7,3,613,612,4,4,Monica,F,neutral,What was her name?
train,7,3,613,612,5,5,Phoebe,F,neutral,Nestley Toulouse.
train,7,3,613,612,6,6,Monica,F,neutral,Nestlé Toll House?
train,7,3,613,612,7,7,Phoebe,F,neutral,"Oh, you Americans always butcher the French language."
train,7,3,613,612,8,8,Phoebe,F,surprise,Yes!!  Oh.
train,7,3,613,612,9,9,Monica,F,anger,I cannot believe that I just spent the last two days trying to figure out the recipe and it was in my cupboard the whole time!
train,7,3,613,612,10,10,Phoebe,F,anger,I know! You see it is stuff like this which is why  you're burning in hell!!
train,5,18,614,613,0,0,Kim,F,neutral,"So, we're decided, no on plaid, yes on pink?"
train,5,18,614,613,1,1,Nancy,F,joy,Absolutely!
train,5,18,614,613,2,2,Rachel,F,joy,I am so on board!
train,5,18,614,613,3,3,Kim,F,neutral,Rachel didn't you just light that?
train,5,18,614,613,4,4,Rachel,F,neutral,"Yeah, I did, but y'know what? I am really, really trying to cut back, y'know?  Good luck, Rach."
train,5,18,614,613,5,5,Nancy,F,neutral,I've actually been thinking about quitting lately.
train,5,18,614,613,6,6,Kim,F,disgust,"Oh sure, every Sunday night I'm telling myself I'm quitting but every Monday morning it's like"
train,5,18,614,613,7,7,Nancy,F,neutral,Tell me about it!
train,5,18,614,613,8,8,Rachel,F,joy,Well then let's just quit! We'll just quit! Let's all quit!
train,5,18,614,613,9,9,Kim,F,neutral,It does sound appealing.
train,5,18,614,613,10,10,Nancy,F,joy,"Oh, I never could do it."
train,5,18,614,613,11,11,Rachel,F,neutral,Oh but you could.
train,5,18,614,613,12,12,Rachel,F,neutral,You can.
train,5,18,614,613,13,13,Rachel,F,joy,Absolutely!
train,5,18,614,613,14,14,Rachel,F,joy,We can help each other out!
train,5,18,614,613,15,15,Rachel,F,neutral,We can get--what are those--those patches!
train,5,18,614,613,16,16,Rachel,F,joy,We could be like the Patch Sisters!
train,5,18,614,613,17,17,Kim,F,joy,"Oh y'know, we really should quit. Okay, let's quit!"
train,5,18,614,613,18,18,Rachel,F,joy,Yes! Great! Give me those cigs! Give it! Give it!
train,5,18,614,613,19,19,Kim,F,sadness,My late husband gave me that lighter.  I'm not kidding.
train,5,18,614,613,20,20,Rachel,F,joy,Okay then!
train,1,3,615,614,0,0,Chandler,M,neutral,"Well, maybe it's a contest, y'know? Like, collect all five?"
train,1,3,615,614,1,1,Phoebe,F,neutral,"Does, um, anyone wanna see?"
train,1,3,615,614,2,2,All,U,disgust,Nooo..
train,1,3,615,614,3,3,All,U,anger,"Oh, hey, don't do that! Cut it out!"
train,1,3,615,614,4,4,Rachel,F,disgust,It's worse than the thumb!
train,1,3,615,614,5,5,Chandler,M,anger,"Hey, this is so unfair!"
train,1,3,615,614,6,6,Monica,F,surprise,"Oh, why is it unfair?"
train,1,3,615,614,7,7,Chandler,M,anger,So I have a flaw!
train,1,3,615,614,8,8,Chandler,M,anger,Big deal!
train,1,3,615,614,9,9,Chandler,M,anger,Like Joey's constant knuckle-cracking isn't annoying?
train,1,3,615,614,10,10,Chandler,M,anger,"And Ross, with his over-pronouncing every single word?"
train,1,3,615,614,11,11,Chandler,M,anger,"And Monica, with that snort when she laughs?"
train,1,3,615,614,12,12,Chandler,M,disgust,"I mean, what the hell is that thing?"
train,1,3,615,614,13,13,Chandler,M,anger,"...I accept all those flaws, why can't you accept me for this?"
train,1,3,615,614,14,14,Joey,M,anger,...Does the knuckle-cracking bother everybody?
train,1,3,615,614,15,15,Rachel,F,neutral,"Well, I-I could live without it."
train,1,3,615,614,16,16,Joey,M,neutral,"Well, is it, like, a little annoying, or is it like when Phoebe chews her hair?"
train,1,3,615,614,17,17,Ross,M,neutral,"Oh, now, don't listen to him, Pheebs, I think it's endearing."
train,1,3,615,614,18,18,Joey,M,anger,"Oh,  ""you do, do you""?"
train,1,3,615,614,19,19,Ross,M,neutral,"You know, there's nothing wrong with speaking correctly."
train,1,3,615,614,20,20,Rachel,F,joy,"""Indeed there isn't""... I should really get back to work."
train,1,3,615,614,21,21,Phoebe,F,neutral,"Yeah, 'cause otherwise someone might get what they actually ordered."
train,1,3,615,614,22,22,Rachel,F,anger,"Ohh-ho-hooohhh. The hair comes out, and the gloves come on."
train,7,11,616,615,0,0,Joey,M,sadness,Awww! Mel Torme died.
train,7,11,616,615,1,1,Monica,F,neutral,"Joey, that paper's like a year old!"
train,7,11,616,615,2,2,Joey,M,sadness,Aw! Does that mean the
train,7,11,616,615,3,3,Ross,M,neutral,Hey.
train,7,11,616,615,4,4,Joey,M,neutral,Hey.
train,7,10,617,616,0,0,Phoebe,F,neutral,You're sure? You're absolutely sure?
train,7,10,617,616,1,1,Monica,F,neutral,"Well, no. But, um, I bet she probably does."
train,7,10,617,616,2,2,Phoebe,F,neutral,Probably?
train,7,10,617,616,3,3,Phoebe,F,disgust,"Yeah, I don't like that word."
train,7,10,617,616,4,4,Phoebe,F,neutral,Kind of what probably' really means.
train,7,10,617,616,5,5,Phoebe,F,neutral,"Yeah, uh-huh."
train,7,10,617,616,6,6,Phoebe,F,anger,"Yeah, oh, ""Your mom probably won't kill herself,"" y'know?"
train,7,10,617,616,7,7,Phoebe,F,anger,"I'm sorry, but I'm not hanging all my hopes of Rachel and I living together on-on ""Probably!"""
train,7,10,617,616,8,8,Phoebe,F,neutral,You gotta take care of yourselves!
train,7,10,617,616,9,9,Phoebe,F,neutral,In
train,7,10,617,616,10,10,Chandler,M,neutral,"Bing doesn't seem so weird now, does it?"
train,6,20,618,617,0,0,Janice,F,joy,Yoo-hoo! Aaron Litman-Neurolic would like to say hello to his future bride.
train,6,20,618,617,1,1,Rachel,F,joy,Ohhh!  Wow! He kinda takes your breath away doesn't he?
train,8,24,619,618,0,0,Janice,F,neutral,He's a keeper. How are you feeling?
train,8,24,619,618,1,1,Rachel,F,neutral,"Oh, I'm fine."
train,8,24,619,618,2,2,Janice,F,neutral,"Can I just say, I really admire what you're doing. Just raising her all alone."
train,8,24,619,618,3,3,Rachel,F,neutral,"Oh, I'm not doing it alone. I have Ross."
train,8,24,619,618,4,4,Janice,F,neutral,"Oh, sure. Now. But what happens when he meets somebody else and gets married?"
train,8,24,619,618,5,5,Rachel,F,neutral,"Well then he gets a divorce, it's Ross!"
train,8,24,619,618,6,6,Janice,F,neutral,"I'm telling you Rachel, listen to Janice. They all say they're gonna be there until they start their real family."
train,8,24,619,618,7,7,Rachel,F,sadness,Well I That's never gonna happen with Ross.
train,8,24,619,618,8,8,Janice,F,disgust,"Oh well that's what I thought about my first husband, now I'm lucky if my kid gets to spend the weekend with her father and the twins and little Ms. New Boobs."
train,8,5,620,619,0,0,Phoebe,F,neutral,"And Tim I just wanna say, good luck here."
train,8,23,621,620,0,0,Ross,M,neutral,Hey. Who's that?
train,8,23,621,620,1,1,Rachel,F,neutral,New people.
train,8,23,621,620,2,2,Ross,M,neutral,What happened to the Disgustingtons?
train,8,23,621,620,3,3,Rachel,F,anger,They're having their baby!
train,8,23,621,620,4,4,Rachel,F,anger,It's not fair Ross we got here first!
train,8,23,621,620,5,5,Rachel,F,neutral,Right after you left they wheeled her off into delivery.
train,8,23,621,620,6,6,Rachel,F,neutral,Oh but not before she gave me a juicy shot of little Jamie just crowning away.
train,8,23,621,620,7,7,Ross,M,surprise,"Wow! Sorry. So uh, how are the new people?"
train,8,11,622,621,0,0,Rachel,F,neutral,Phoebe?
train,8,11,622,621,1,1,Phoebe,F,neutral,Yeah?
train,8,11,622,621,2,2,Rachel,F,surprise,"Look at that guy by the window, wow!"
train,8,11,622,621,3,3,Phoebe,F,neutral,"He's awfully short and I think he's talking to himself. And to be completely honest, he's not that good in bed."
train,8,11,622,621,4,4,Rachel,F,sadness,"Oh, what is wrong with me lately?"
train,8,11,622,621,5,5,Rachel,F,neutral,I mean it's like every guy I see I mean look here.
train,8,11,622,621,6,6,Rachel,F,neutral,"Look at that guy for example, I mean normally that's not someone I would-would be attracted to, but right now, with the way I'm feeling, all I want to do is rip off his sweatpants and fanny pack."
train,8,11,622,621,7,7,Phoebe,F,neutral,"Wait a second! This is about the fourth month of your pregnancy, right?"
train,8,11,622,621,8,8,Rachel,F,neutral,Yeah.
train,8,11,622,621,9,9,Phoebe,F,neutral,"This is completely normal, around the fourth month your hormones start going crazy."
train,8,11,622,621,10,10,Rachel,F,surprise,Really?! So this has happened to you?
train,8,11,622,621,11,11,Phoebe,F,neutral,Oh absolutely yeah!
train,8,11,622,621,12,12,Phoebe,F,neutral,"Oh and keep in mind, now, I was carrying triplets so in, y'know, medical terms I was-I was thrice as randy."
train,8,11,622,621,13,13,Rachel,F,joy,"Wow! This explains so much! Last weekend, I went from store to store sitting on Santa's lap."
train,8,11,622,621,14,14,Phoebe,F,neutral,"Yeah. Yeah, I remember trying to steal a cardboard cutout of Evander Holyfield from a"
train,4,22,623,622,0,0,Joey,M,disgust,Ugh!
train,4,22,623,622,1,1,Joey,M,fear,I don't know what I'm going to do!
train,4,22,623,622,2,2,Joey,M,anger,I called the company that sent and th-they don't care!
train,4,22,623,622,3,3,Joey,M,anger,"Then I called 9-1-1 and they laughed at me, if this isn't an emergency, then what is?"
train,4,22,623,622,4,4,Ross,M,joy,Hey guys!
train,4,22,623,622,5,5,Chandler,M,joy,Hey!
train,4,22,623,622,6,6,Joey,M,neutral,Hey
train,4,22,623,622,7,7,Ross,M,joy,"I just wanted to thank you again for last night, what a great party!"
train,4,22,623,622,8,8,Ross,M,joy,And the guys from work had a blast.
train,4,22,623,622,9,9,Ross,M,joy,"Y'know, one of them had never been to a bachelor party before."
train,4,22,623,622,10,10,Ross,M,joy,Yeah!
train,4,22,623,622,11,11,Ross,M,surprise,"And-and another one had never been to a party before, so"
train,4,22,623,622,12,12,Joey,M,joy,"So uh, hey, that uh, that wedding ring, huh? Man, that's nice!"
train,4,22,623,622,13,13,Ross,M,joy,"Yeah, right!"
train,4,22,623,622,14,14,Joey,M,neutral,"I was uh, I was thinking I might want to pick one of those babies up for myself, I might want to get one of those"
train,4,22,623,622,15,15,Ross,M,surprise,"That ring? When my grandmother first came to this country, that ring and the clothes on her back were all she had with her."
train,4,22,623,622,16,16,Chandler,M,surprise,"So you might say, the ring is irreplaceable?"
train,4,22,623,622,17,17,Ross,M,joy,"Oh absolutely! It has been in my family for generations, and every bride who has worn it has had a long and happy life."
train,4,22,623,622,18,18,Chandler,M,joy,"So you might say, it's a magic ring."
train,4,18,624,623,0,0,Ross,M,surprise,OH MY GOD!! I didn't really believe it until you just said it!!
train,7,17,625,624,0,0,Ross,M,neutral,Well obviously only one of us can keep dating her.
train,7,17,625,624,1,1,Joey,M,neutral,"Obviously! So, how do we decide?"
train,7,17,625,624,2,2,Ross,M,neutral,"Well now let's-let's look at this objectively, I think I should date her"
train,7,17,625,624,3,3,Joey,M,neutral,Uh-huh. Uh-huh.
train,7,17,625,624,4,4,Ross,M,joy,"That's interesting, but check this out. I date her"
train,7,17,625,624,5,5,Joey,M,neutral,Yeah-yeah I like that but just to go in another direction
train,7,17,625,624,6,6,Ross,M,neutral,"Okay, okay. This can go on for a while."
train,7,17,625,624,7,7,Joey,M,neutral,Yeah well we should order some food then.
train,7,17,625,624,8,8,Ross,M,neutral,"No Joey! Look why don't, why don't we just let her decide? Okay? Hey-hey, we'll"
train,7,17,625,624,9,9,Joey,M,neutral,That sounds fair.
train,7,17,625,624,10,10,Ross,M,neutral,Maybe I'll take her to that new French restaurant down the street
train,7,17,625,624,11,11,Joey,M,anger,Ah yeah wait a second now!
train,7,17,625,624,12,12,Joey,M,neutral,Look we're gonna have to set a spending limit on the date.
train,7,17,625,624,13,13,Joey,M,anger,I don't have the money to take her to a fancy place like that.
train,7,17,625,624,14,14,Ross,M,neutral,"Well sorry, that's what I do on dates."
train,7,17,625,624,15,15,Joey,M,neutral,"All right, well I guess I'll just have to do what I do on dates."
train,7,17,625,624,16,16,Ross,M,neutral,So let's decide on the spending limit
train,7,17,625,624,17,17,Joey,M,neutral,"Yeah. Uh,  a slice  six dollars?"
train,7,17,625,624,18,18,Ross,M,neutral,I was thinking more like a hundred.
train,7,17,625,624,19,19,Joey,M,neutral,Okay. Can I borrow 94 dollars?
train,3,6,626,625,0,0,Monica,F,neutral,"Hi, again."
train,3,6,626,625,1,1,Joey,M,neutral,Hey!
train,3,6,626,625,2,2,Chandler,M,neutral,Hey!
train,3,6,626,625,3,3,Monica,F,joy,"Thank you soo, much."
train,3,6,626,625,4,4,Chandler,M,anger,"Oh, don't thank me, thank the jerk that never showed up. Okay, I gotta get to get to work."
train,3,6,626,625,5,5,Monica,F,neutral,You want some help with that?
train,3,6,626,625,6,6,Joey,M,neutral,"Oh, no thanks, I got it.  No I don't!"
train,3,6,626,625,7,7,Monica,F,surprise,Whoa! Are you okay?
train,3,6,626,625,8,8,Joey,M,surprise,"Whew! Stood up to fast, got a little head rush."
train,3,6,626,625,9,9,Monica,F,neutral,It's the heat.  And-and the humidity.
train,3,6,626,625,10,10,Joey,M,neutral,"That's a uh, that's a tough combination."
train,3,6,626,625,11,11,Monica,F,neutral,Do you wanna come in for some lemonade?
train,3,6,626,625,12,12,Joey,M,surprise,Like you wouldn't believe.  Wow! This is a great place.
train,3,6,626,625,13,13,Monica,F,neutral,What do you mean?
train,3,12,627,626,0,0,Phoebe,F,neutral,Remember how you said you were really dense about poetry? Oh.
train,6,5,628,627,0,0,Joey,M,surprise,Oh!
train,6,5,628,627,1,1,Joey,M,neutral,"Hey, somebody left their keys."
train,6,5,628,627,2,2,Joey,M,surprise,"Ooohh, to a Porsche!"
train,6,5,628,627,3,3,Joey,M,neutral,"Hey Gunther, these yours?"
train,6,5,628,627,4,4,Gunther,M,disgust,"Yeah, that's what I drive. I make four bucks an hour, I saved up for 350 years!"
train,6,5,628,627,5,5,Joey,M,neutral,Na-uh!  Hey did anybody lose their keys?
train,6,5,628,627,6,6,Monica,F,neutral,"Joey, why don't you put them in the lost and found?"
train,6,5,628,627,7,7,Joey,M,surprise,There's a lost and found?  My shoe!
train,6,5,628,627,8,8,Chandler,M,surprise,You left a shoe here?!
train,6,5,628,627,9,9,Joey,M,neutral,"Well, I didn't realize until I got home."
train,6,5,628,627,10,10,Joey,M,neutral,I wasn't gonna walk all the way back down here with one shoe!
train,6,5,628,627,11,11,Joey,M,neutral,I'm gonna go find that guy's car and leave a note on the windshield.
train,6,5,628,627,12,12,Chandler,M,neutral,"Oh good, when he comes back for his keys, I'll be sure to give him your shoe."
train,6,5,628,627,13,13,Joey,M,joy,Great! Thanks.
train,2,2,629,628,0,0,Carol,F,neutral,"Ok, and this is Funny Clown. Funny Clown is only for after his naps, not before his naps or he won't sleep."
train,2,2,629,628,1,1,Ross,M,joy,"Carol, we've been through this before, ok?"
train,2,2,629,628,2,2,Ross,M,joy,We have a good time.
train,2,2,629,628,3,3,Ross,M,joy,"We laugh, we play."
train,2,2,629,628,4,4,Ross,M,joy,It's like we're father and son.
train,2,2,629,628,5,5,Susan,F,joy,"Honey, relax. Ross is great with him.  Don't look so surprised. I'm a lovely person."
train,2,2,629,628,6,6,Rachel,F,joy,"Oh, this is so cute."
train,2,2,629,628,7,7,Susan,F,neutral,"Oh, I got that for him."
train,2,2,629,628,8,8,Ross,M,joy,My mommies love me. That's clever.
train,2,2,629,628,9,9,Monica,F,neutral,Hello?
train,2,2,629,628,10,10,Monica,F,neutral,"Oh, Hi, Ju  Hi, Jew!"
train,2,2,629,628,11,11,Monica,F,neutral,Uh huh?
train,2,2,629,628,12,12,Monica,F,neutral,Uh huh?
train,2,2,629,628,13,13,Monica,F,neutral,"Ok.  Um, sure, that'd be great."
train,2,2,629,628,14,14,Monica,F,neutral,See ya then.
train,2,2,629,628,15,15,Monica,F,neutral,Bye.
train,2,2,629,628,16,16,Rachel,F,surprise,"Did you just say Hi, Jew?"
train,2,2,629,628,17,17,Monica,F,neutral,"Yes. Uh, yes, I did. That was my friend, Eddie Moskowitz. Yeah, he likes it. Reaffirms his faith."
train,6,18,630,629,0,0,Monica,F,joy,Now there you go! I wouldn't want my best guest to strain her eyes!
train,6,18,630,629,1,1,Phoebe,F,joy,Thanks Monica!
train,6,18,630,629,2,2,Monica,F,disgust,Does that smell bother you?
train,6,18,630,629,3,3,Phoebe,F,surprise,"What the smell from Joey's? No, I can hardly smell it over here."
train,6,18,630,629,4,4,Monica,F,neutral,"Well you let me know if you can, because y'know I can bake a pie to cover it."
train,6,18,630,629,5,5,Phoebe,F,joy,"I can smell it a little, bake the pie."
train,6,18,630,629,6,6,Monica,F,joy,Okay!
train,6,18,630,629,7,7,Phoebe,F,neutral,Okay.
train,6,18,630,629,8,8,Monica,F,neutral,"Hello?  Oh yes, one minute please.  It's for you. It's the fire inspector."
train,6,18,630,629,9,9,Phoebe,F,surprise,Oh!  Hello?  Yeah this is Phoebe.  Really?!
train,6,18,630,629,10,10,Joey,M,neutral,"Yeah, so it turns out that it wasn't the hair straightener that started the fire."
train,6,18,630,629,11,11,Joey,M,neutral,"No-no, it was the candles."
train,6,18,630,629,12,12,Joey,M,neutral,It's very not good leaving candles unattended.
train,6,18,630,629,13,13,Joey,M,neutral,"In fact, one of the first things they teach you in fire school is   Uhh  Uhh  Okay."
train,6,18,630,629,14,14,Joey,M,neutral,"Well, I have to go now."
train,6,1,631,630,0,0,Rachel,F,surprise,Joey proposed to me.
train,9,1,632,631,0,0,Monica,F,surprise,Is he crazy?! You just had Ross’s baby!
train,9,1,632,631,1,1,Rachel,F,fear,"Well, I-I said yes."
train,9,1,632,631,2,2,Monica,F,surprise,What?!
train,9,1,632,631,3,3,Monica,F,anger,Are you crazy?
train,9,1,632,631,4,4,Monica,F,anger,You just had Ross’s baby!
train,9,1,632,631,5,5,Monica,F,anger,It’s-it’s so  inappropriate.
train,9,1,632,631,6,6,Monica,F,disgust,"No, it’s worse than that."
train,9,1,632,631,7,7,Monica,F,disgust,It’s wrong.
train,9,1,632,631,8,8,Monica,F,surprise,It’s… It is bigger than  mine!
train,9,1,632,631,9,9,Rachel,F,neutral,I know.
train,9,1,632,631,10,10,Monica,F,sadness,You can’t marry him!
train,9,1,632,631,11,11,Rachel,F,sadness,Why not? I don’t want to do this alone! And he’s such a sweet  guy and he loves me so much.
train,9,1,632,631,12,12,Monica,F,neutral,Well do you love him?
train,9,1,632,631,13,13,Rachel,F,neutral,Sure.
train,9,1,632,631,14,14,Monica,F,neutral,Sure?
train,9,1,632,631,15,15,Rachel,F,neutral,"Yeah, I mean whatever."
train,9,1,632,631,16,16,Monica,F,sadness,"Honey, the question is…do you really want to marry Joey?"
train,9,1,632,631,17,17,Rachel,F,sadness,"No. No, I don’t. Could you be a dear and go tell him?"
train,7,24,633,632,0,0,Phoebe,F,neutral,So-so you two were married huh? What happened? You just drift apart?
train,7,24,633,632,1,1,Mrs. Geller,F,joy,Here comes the bride.
train,7,24,633,632,2,2,Phoebe,F,surprise,Oh my God Monica!
train,7,24,633,632,3,3,Monica,F,joy,I wanna wear this everyday.
train,7,24,633,632,4,4,Rachel,F,joy,You look so beautiful.
train,7,24,633,632,5,5,Monica,F,joy,I'm so happy for me.
train,7,24,633,632,6,6,Rachel,F,neutral,Hello?
train,7,24,633,632,7,7,Joey,M,fear,Hey! Did Chandler show up yet?
train,7,24,633,632,8,8,Rachel,F,neutral,"Yeah, we got him back. Everything's fine."
train,7,24,633,632,9,9,Joey,M,anger,Damnit!
train,7,16,634,633,0,0,Ross,M,anger,"I will be! Listen, I don't want you teaching my son that stuff anymore. Okay?"
train,7,16,634,633,1,1,Rachel,F,neutral,Fine.
train,7,16,634,633,2,2,Rachel,F,anger,"Fine, but I'll have you know that once I taught him that stuff he called me Fun Aunt Rachel."
train,7,16,634,633,3,3,Rachel,F,anger,And I loved being Fun Aunt Rachel but I'll go back to being Boring and Uncomfortable Aunt Rachel if that's what you want!
train,7,16,634,633,4,4,Ross,M,neutral,"No that's not what I want. Uh, I'm glad you guys were bonding but I"
train,7,16,634,633,5,5,Rachel,F,sadness,"Look he doesn't have any brothers or sisters, somebody's gonna have to teach him this stuff!"
train,7,16,634,633,6,6,Rachel,F,neutral,And I haven't taught him anything that a normal 6-year-old doesn't know anyway!
train,7,16,634,633,7,7,Ben,M,anger,Crap!!
train,7,16,634,633,8,8,Rachel,F,neutral,I gotta go!
train,8,3,635,634,0,0,Monica,F,surprise,Look at that! Look at that! They're going into the first class lounge! Do you know what they have in there?
train,8,3,635,634,1,1,Chandler,M,neutral,No.
train,8,3,635,634,2,2,Monica,F,surprise,Me neither! We have to get in!
train,8,3,635,634,3,3,Chandler,M,neutral,Just act like you belong.
